Operação,Semestre,Abertura,Fechamento,Dias,Retorno total,Ticker 1,Ticker 2,Converged,Index,Retorno total - exp
3,9,127,129,2,0.004616740971428834,GOAU4,GETI4,False,GOAU4-GETI4-3,1.0046274145394056
1,9,17,67,50,-0.33892872947086294,ELET6,PMAM4,True,ELET6-PMAM4-1,0.7125332298999053
2,9,68,118,50,0.27904569008688873,ELET6,PMAM4,True,ELET6-PMAM4-2,1.3218677387416438
3,9,119,129,10,-0.023873876357436985,ELET6,PMAM4,False,ELET6-PMAM4-3,0.9764088502331056
1,9,71,121,50,-0.12877812588995763,KLBN4,RCTB31,True,KLBN4-RCTB31-1,0.8791690087486574
2,9,122,129,7,0.10325909576105374,KLBN4,RCTB31,False,KLBN4-RCTB31-2,1.108778651711331
1,9,24,73,49,0.1748011640112349,BBAS3,CRUZ3,True,BBAS3-CRUZ3-1,1.1910093775398611
2,9,104,128,24,0.19983704731089075,BBAS3,CRUZ3,True,BBAS3-CRUZ3-2,1.2212037435116687
1,9,119,129,10,-0.04684118262079684,PCAR4,TMAR6,False,PCAR4-TMAR6-1,0.9542389352834784
1,9,1,12,11,0.08779442567290219,VALE3,PETR4,True,VALE3-PETR4-1,1.0917636603773797
2,9,21,49,28,0.05789472287122793,VALE3,PETR4,True,VALE3-PETR4-2,1.059603437830572
3,9,54,101,47,0.14280520507899302,VALE3,PETR4,True,VALE3-PETR4-3,1.1535050828481843
1,10,52,67,15,0.13291980586129837,TCOC4,TNLP3,True,TCOC4-TNLP3-1,1.14215840024896
2,10,116,130,14,0.014242336138882372,TCOC4,TNLP3,False,TCOC4-TNLP3-2,1.0143442414232644
1,10,6,16,10,0.14606812804577274,GGBR4,UNIP6,True,GGBR4-UNIP6-1,1.1572750282512476
2,10,96,119,23,0.10935546491209064,GGBR4,UNIP6,True,GGBR4-UNIP6-2,1.1155588218899661
1,10,1,51,50,0.0953655581814635,VALE3,PETR4,True,VALE3-PETR4-1,1.100060917901604
2,10,61,111,50,-0.07247310334732834,VALE3,PETR4,True,VALE3-PETR4-2,0.9300907626520499
3,10,112,130,18,-0.029594832512369024,VALE3,PETR4,False,VALE3-PETR4-3,0.9708388061924833
1,10,95,130,35,0.12722706182424512,BBAS3,EGIE3,False,BBAS3-EGIE3-1,1.1356748569124269
1,10,49,99,50,0.09408391950164241,GETI4,CRUZ3,True,GETI4-CRUZ3-1,1.0986519403719777
2,10,105,130,25,0.23881607730723475,GETI4,CRUZ3,False,GETI4-CRUZ3-2,1.2697449801904528
1,10,70,91,21,0.11373486374663666,VIVT3,VALE5,True,VIVT3-VALE5-1,1.1204550122542176
1,10,37,87,50,0.028692016902634454,SUZB5,UGPA4,True,SUZB5-UGPA4-1,1.0291075979173165
1,10,75,125,50,-0.24059510827901098,ITSA4,ALPA4,True,ITSA4-ALPA4-1,0.7861598715799527
2,10,126,130,4,-0.0015372548310605971,ITSA4,ALPA4,False,ITSA4-ALPA4-2,0.9984639261399186
1,10,89,123,34,0.1260240137189076,BBDC3,CPLE6,True,BBDC3-CPLE6-1,1.1343094069432256
2,10,130,130,0,0.0,BBDC3,CPLE6,False,BBDC3-CPLE6-2,1.0
1,10,1,51,50,0.24143637535838514,BRKM5,CLSC4,True,BRKM5-CLSC4-1,1.2730764533076149
1,11,77,127,50,-0.12483457892783756,GGBR4,UNIP6,True,GGBR4-UNIP6-1,0.8826428982434472
2,11,128,128,0,0.0,GGBR4,UNIP6,False,GGBR4-UNIP6-2,1.0
1,11,4,54,50,-0.000844985059687331,CMIG4,CMIG3,True,CMIG4-CMIG3-1,0.9991553718396563
2,11,55,95,40,0.06057233148725205,CMIG4,CMIG3,True,CMIG4-CMIG3-2,1.0624444429778035
3,11,103,117,14,0.06551520556460366,CMIG4,CMIG3,True,CMIG4-CMIG3-3,1.067708972307823
4,11,124,128,4,0.02945338519006846,CMIG4,CMIG3,False,CMIG4-CMIG3-4,1.0298914261598473
1,11,84,123,39,0.09263656866987136,VIVO3,VIVO4,True,VIVO3-VIVO4-1,1.0970629557587412
1,11,7,57,50,-0.01745009852321522,BBDC3,CPLE6,True,BBDC3-CPLE6-1,0.9827012726862985
2,11,58,108,50,-0.03640189407304495,BBDC3,CPLE6,True,BBDC3-CPLE6-2,0.9642526881599099
3,11,109,128,19,-0.08505683143426651,BBDC3,CPLE6,False,BBDC3-CPLE6-3,0.9184600855142263
1,11,47,55,8,0.08401137946529769,RCTB31,RCTB41,True,RCTB31-RCTB41-1,1.0876412705145
2,11,94,128,34,-0.035636291527259445,RCTB31,RCTB41,False,RCTB31-RCTB41-2,0.9649912051419132
