Data,IBOV,CDI Acumulado
1996-01-02,4390.0,206.84706595
1996-01-03,4681.4,207.08969591
1996-01-04,4684.0,207.32224695
1996-01-05,4694.3,207.55507629
1996-01-08,4741.0,207.78816407
1996-01-09,4653.8,208.02234523
1996-01-10,4622.1,208.25803723
1996-01-11,4748.6,208.49398767
1996-01-12,4846.5,208.73021641
1996-01-15,4895.4,208.9667036
1996-01-16,4846.7,209.2049203
1996-01-17,4836.2,209.44258038
1996-01-18,4833.8,209.67988263
1996-01-19,4909.0,209.92791983
1996-01-22,4893.8,210.17355161
1996-01-23,4985.2,210.41735447
1996-01-24,4945.2,210.66479529
1996-01-25,4926.45,210.90768369
1996-01-26,4907.7,211.1493992
1996-01-29,4934.8,211.38926591
1996-01-30,5133.4,211.63446034
1996-01-31,5151.5,211.89182105
1996-02-01,5269.3,212.14480827
1996-02-02,5410.9,212.3985509
1996-02-05,5332.9,212.65257186
1996-02-06,5354.0,212.90691088
1996-02-07,5283.0,213.1615481
1996-02-08,5322.6,213.41670218
1996-02-09,5305.4,213.67193579
1996-02-12,5338.9,213.92748746
1996-02-13,5385.5,214.185703
1996-02-14,5330.8,214.44914686
1996-02-15,5273.7,214.71356482
1996-02-16,5172.9,214.9798117
1996-02-19,5189.099999999999,215.06888535666667
1996-02-20,5205.299999999999,215.15795901333334
1996-02-21,5221.5,215.24703267
1996-02-22,5237.7,215.5145916
1996-02-23,5274.3,215.78183246
1996-02-26,5245.2,216.0413998
1996-02-27,5193.0,216.29850209
1996-02-28,5199.2,216.55437184
1996-02-29,4957.7,216.77807647
1996-03-01,5083.3,217.00698954
1996-03-04,5152.6,217.234849
1996-03-05,5197.9,217.45990544
1996-03-06,4975.3,217.68607513
1996-03-07,4755.9,217.91180748
1996-03-08,4721.9,218.13690368
1996-03-11,4771.7,218.36442518
1996-03-12,4739.4,218.59152921
1996-03-13,4805.5,218.8173212
1996-03-14,4841.2,219.04337162
1996-03-15,4852.5,219.26964071
1996-03-18,4886.9,219.49614836
1996-03-19,4851.5,219.72289456
1996-03-20,4868.3,219.94985944
1996-03-21,4979.7,220.17706287
1996-03-22,5051.2,220.40450485
1996-03-25,5031.6,220.63152937
1996-03-26,4981.7,220.85877256
1996-03-27,5039.6,221.08625431
1996-03-28,4980.5,221.31397461
1996-03-29,4954.9,221.54193346
1996-04-01,5009.2,221.76259652
1996-04-02,4985.5,221.98345837
1996-04-03,4977.5,222.20455878
1996-04-04,4915.55,222.315665615
1996-04-08,4853.6,222.42677245
1996-04-09,4866.4,222.64918491
1996-04-10,4889.5,222.88141786
1996-04-11,4885.1,223.11388938
1996-04-12,5015.5,223.34725547
1996-04-15,5022.3,223.58245049
1996-04-16,4989.3,223.81854008
1996-04-17,5003.9,224.05490798
1996-04-18,5002.0,224.29149457
1996-04-19,5075.6,224.52611307
1996-04-22,5079.6,224.75961832
1996-04-23,5061.9,224.98505247
1996-04-24,5047.0,225.2100294
1996-04-25,5121.8,225.43367439
1996-04-26,5142.6,225.64400008
1996-04-29,5149.3,225.84774564
1996-04-30,5164.1,226.04650142
1996-05-02,5146.0,226.24768252
1996-05-03,5101.4,226.44677626
1996-05-06,5153.0,226.64604892
1996-05-07,5283.9,226.84550049
1996-05-08,5360.5,227.04513098
1996-05-09,5388.5,227.24492051
1996-05-10,5345.4,227.44490883
1996-05-13,5480.2,227.64505619
1996-05-14,5428.1,227.84605836
1996-05-15,5448.3,228.04725934
1996-05-16,5475.6,228.24861935
1996-05-17,5560.3,228.45015828
1996-05-20,5655.6,228.65187612
1996-05-21,5601.9,228.85377288
1996-05-22,5681.5,229.05586843
1996-05-23,5530.8,229.25812302
1996-05-24,5600.6,229.46147099
1996-05-27,5627.9,229.67485813
1996-05-28,5710.8,229.89305612
1996-05-29,5625.7,230.11604509
1996-05-30,5687.7,230.34456057
1996-05-31,5727.9,230.577211
1996-06-03,5635.0,230.81171023
1996-06-04,5599.4,231.0478197
1996-06-05,5567.8,231.32670998
1996-06-06,5549.0,231.44930719
1996-06-07,5530.2,231.5719044
1996-06-10,5457.1,231.82037896
1996-06-11,5413.4,232.06913183
1996-06-12,5532.4,232.31814313
1996-06-13,5503.7,232.56741287
1996-06-14,5634.8,232.81696092
1996-06-17,5804.8,233.06676741
1996-06-18,5834.6,233.31289618
1996-06-19,5817.1,233.56182796
1996-06-20,5823.0,233.80404046
1996-06-21,6053.1,234.04018969
1996-06-24,6201.8,234.27095156
1996-06-25,6082.4,234.48646581
1996-06-26,6227.1,234.69750717
1996-06-27,6181.5,234.89934429
1996-06-28,6043.8,235.09432296
1996-07-01,6156.1,235.28944079
1996-07-02,6245.5,235.48473754
1996-07-03,6355.8,235.6792391
1996-07-04,6432.0,235.87320392
1996-07-05,6286.4,236.06804344
1996-07-08,6338.7,236.26232632
1996-07-09,6487.9,236.45676825
1996-07-10,6444.7,236.65067343
1996-07-11,6508.5,236.84612921
1996-07-12,6652.1,237.04176391
1996-07-15,6432.9,237.23686186
1996-07-16,6293.4,237.43209897
1996-07-17,6214.6,237.62751499
1996-07-18,6188.7,237.82235451
1996-07-19,6411.6,238.01737294
1996-07-22,6299.1,238.21255041
1996-07-23,6222.5,238.40788692
1996-07-24,6050.9,238.60338246
1996-07-25,6096.3,238.79903704
1996-07-26,5968.4,238.99485065
1996-07-29,5909.3,239.1908233
1996-07-30,6143.3,239.38695499
1996-07-31,6123.2,239.592112
1996-08-01,6277.3,239.79816358
1996-08-02,6363.5,240.00751517
1996-08-05,6244.1,240.22352642
1996-08-06,6130.7,240.43731115
1996-08-07,6165.2,240.65203022
1996-08-08,6257.2,240.86692821
1996-08-09,6222.7,241.08202499
1996-08-12,6304.1,241.29732057
1996-08-13,6227.7,241.51279506
1996-08-14,6227.1,241.72846835
1996-08-15,6348.4,241.94432056
1996-08-16,6352.8,242.16037156
1996-08-19,6292.1,242.37662136
1996-08-20,6337.1,242.59138019
1996-08-21,6314.7,242.80315709
1996-08-22,6248.9,243.01268759
1996-08-23,6202.7,243.22168135
1996-08-26,6028.0,243.42987993
1996-08-27,6126.1,243.63923152
1996-08-28,6294.7,243.84778793
1996-08-29,6270.0,244.05652326
1996-08-30,6259.4,244.26959233
1996-09-02,6232.5,244.48284031
1996-09-03,6270.0,244.69944794
1996-09-04,6276.8,244.91551882
1996-09-05,6254.0,245.13176862
1996-09-06,6334.6,245.34895275
1996-09-09,6382.7,245.56633569
1996-09-10,6415.7,245.78489151
1996-09-11,6358.0,246.00511722
1996-09-12,6390.9,246.23218149
1996-09-13,6464.2,246.45944456
1996-09-16,6534.2,246.68448113
1996-09-17,6512.4,246.90723154
1996-09-18,6489.6,247.13191027
1996-09-19,6560.2,247.35754321
1996-09-20,6588.2,247.58017435
1996-09-23,6551.7,247.79876993
1996-09-24,6563.7,248.01585467
1996-09-25,6513.8,248.23162736
1996-09-26,6535.9,248.44757896
1996-09-27,6458.8,248.66273538
1996-09-30,6446.8,248.87061589
1996-10-01,6521.7,249.07543494
1996-10-02,6605.8,249.28043291
1996-10-03,6616.35,249.383389125
1996-10-04,6626.9,249.48634534
1996-10-07,6612.6,249.69166138
1996-10-08,6651.5,249.89791176
1996-10-09,6631.0,250.10183623
1996-10-10,6626.7,250.30766915
1996-10-11,6608.6,250.51692134
1996-10-14,6631.3,250.72635245
1996-10-15,6744.9,250.94097212
1996-10-16,6733.5,251.15251047
1996-10-17,6766.0,251.36675243
1996-10-18,6798.1,251.57789318
1996-10-21,6798.9,251.78670802
1996-10-22,6675.6,251.99820661
1996-10-23,6648.6,252.20636542
1996-10-24,6588.8,252.41645256
1996-10-25,6503.3,252.62747403
1996-10-28,6401.0,252.83865454
1996-10-29,6549.7,253.05180313
1996-10-30,6543.2,253.26588606
1996-10-31,6533.1,253.48953105
1996-11-01,6641.1,253.71512424
1996-11-04,6658.5,253.94169152
1996-11-05,6697.5,254.17354677
1996-11-06,6704.6,254.40128695
1996-11-07,6666.6,254.63177051
1996-11-08,6559.5,254.86094202
1996-11-11,6582.9,255.09108762
1996-11-12,6523.3,255.32065672
1996-11-13,6570.9,255.54789991
1996-11-14,6522.9,255.77609732
1996-11-18,6556.2,256.0037381
1996-11-19,6556.9,256.23157768
1996-11-20,6541.3,256.45963593
1996-11-21,6625.9,256.68685925
1996-11-22,6645.2,256.91428135
1996-11-25,6649.2,257.14190226
1996-11-26,6631.5,257.36972195
1996-11-27,6591.8,257.59519586
1996-11-28,6644.8,257.82186255
1996-11-29,6666.0,258.03741656
1996-12-02,6735.6,258.25416335
1996-12-03,6836.8,258.46850471
1996-12-04,6797.6,258.68304486
1996-12-05,6947.1,258.9011037
1996-12-06,6872.9,259.11677699
1996-12-09,6836.3,259.3334045
1996-12-10,6855.8,259.55124466
1996-12-11,6677.7,259.76926374
1996-12-12,6657.4,259.98823703
1996-12-13,6680.1,260.20820431
1996-12-16,6654.3,260.42833062
1996-12-17,6784.5,260.64968946
1996-12-18,6910.4,260.87645554
1996-12-19,6891.6,261.09898728
1996-12-20,6942.2,261.32249311
1996-12-23,6912.5,261.54723148
1996-12-24,6935.1,261.77214876
1996-12-26,6957.7,261.9962311
1996-12-27,7006.8,262.21971706
1996-12-30,7039.9,262.43815361
1996-12-31,6997.7,262.65674919
1997-01-02,6955.5,262.85979897
1997-01-03,6997.7,263.06219271
1997-01-06,7159.5,263.2647455
1997-01-07,7297.4,263.46745732
1997-01-08,7427.0,263.67032817
1997-01-09,7454.2,263.87335807
1997-01-10,7478.3,264.07813736
1997-01-13,7411.7,264.28305581
1997-01-14,7621.1,264.4881333
1997-01-15,7667.5,264.69336982
1997-01-16,7655.8,264.89878526
1997-01-17,7816.2,265.10539348
1997-01-20,7835.4,265.31218061
1997-01-21,7904.9,265.51807315
1997-01-22,7817.5,265.72410486
1997-01-23,7890.6,265.9313691
1997-01-24,7759.7,266.13960744
1997-01-27,7759.0,266.34718975
1997-01-28,7849.7,266.55839014
1997-01-29,7736.9,266.7663104
1997-01-30,7788.8,266.98240116
1997-01-31,7964.6,267.22695945
1997-02-03,8095.9,267.4717364
1997-02-04,8102.2,267.71860072
1997-02-05,8171.1,267.9649084
1997-02-06,8147.8,268.21224982
1997-02-07,8316.5,268.45980992
1997-02-10,8434.533333333333,268.5424028433333
1997-02-11,8552.566666666668,268.6249957666667
1997-02-12,8670.6,268.70758869
1997-02-13,8764.9,268.95749457
1997-02-14,8699.9,269.20761913
1997-02-17,8816.0,269.45609368
1997-02-18,8950.2,269.70480679
1997-02-19,8771.3,269.95292352
1997-02-20,8701.8,270.2002053
1997-02-21,8719.5,270.44770576
1997-02-24,8959.2,270.69462971
1997-02-25,9149.1,270.94095727
1997-02-26,8927.8,271.18643001
1997-02-27,8776.7,271.43132625
1997-02-28,8828.7,271.66284355
1997-03-03,8978.0,271.89539458
1997-03-04,8961.0,272.1264944
1997-03-05,9074.0,272.3578129
1997-03-06,9125.0,272.59012538
1997-03-07,9180.0,272.82347159
1997-03-10,9419.0,273.05618166
1997-03-11,9565.0,273.28992547
1997-03-12,9317.0,273.52303313
1997-03-13,9314.0,273.75717452
1997-03-14,9499.0,273.99151472
1997-03-17,9263.0,274.2260537
1997-03-18,9172.0,274.46079149
1997-03-19,9087.0,274.69489312
1997-03-20,9302.0,274.92921344
1997-03-21,9301.0,275.16373254
1997-03-24,9327.0,275.39845045
1997-03-25,9380.0,275.63336715
1997-03-26,9271.0,275.86848264
1997-03-27,9157.5,275.97276084500004
1997-03-31,9044.0,276.07703905
1997-04-01,9138.0,276.2857545
1997-04-02,9237.0,276.4946091
1997-04-03,9302.0,276.70364262
1997-04-04,9705.0,276.91476349
1997-04-07,9836.0,277.12882654
1997-04-08,9737.0,277.35135827
1997-04-09,9819.0,277.56935747
1997-04-10,9732.0,277.79586512
1997-04-11,9517.0,278.02448
1997-04-14,9455.0,278.25245873
1997-04-15,9490.0,278.47312179
1997-04-16,9565.0,278.69784028
1997-04-17,9418.0,278.92721058
1997-04-18,9422.0,279.14644231
1997-04-22,9473.0,279.36139994
1997-04-23,9634.0,279.57371358
1997-04-24,9708.0,279.78507301
1997-04-25,9731.0,279.99770473
1997-04-28,9761.0,280.21135031
1997-04-29,9858.0,280.42513504
1997-04-30,9982.0,280.64752762
1997-05-02,10074.0,280.86811116
1997-05-05,9993.0,281.08801879
1997-05-06,10218.0,281.30896016
1997-05-07,10179.0,281.53006057
1997-05-08,10437.0,281.75135978
1997-05-09,10491.0,281.97478609
1997-05-12,10681.0,282.19753651
1997-05-13,10647.0,282.42048571
1997-05-14,10282.0,282.64359396
1997-05-15,10353.0,282.86688112
1997-05-16,10498.0,283.09034719
1997-05-19,10505.0,283.31399218
1997-05-20,10640.0,283.53779621
1997-05-21,10714.0,283.76179903
1997-05-22,10745.0,283.98596089
1997-05-23,10764.0,284.20918842
1997-05-26,10960.0,284.43172015
1997-05-27,11133.0,284.64960007
1997-05-28,11300.0,284.86308661
1997-05-29,11322.0,284.96934282999996
1997-05-30,11344.0,285.07559905
1997-06-02,11360.0,285.28825065
1997-06-03,11110.0,285.5022143
1997-06-04,11029.0,285.71635686
1997-06-05,11106.0,285.9314934
1997-06-06,11333.0,286.14965164
1997-06-09,11396.0,286.36713397
1997-06-10,11428.0,286.58477533
1997-06-11,11489.0,286.80257574
1997-06-12,11851.0,287.02140988
1997-06-13,11828.0,287.23954823
1997-06-16,11953.0,287.45870044
1997-06-17,12118.0,287.67803157
1997-06-18,12205.0,287.89666692
1997-06-19,12205.0,288.11548118
1997-06-20,12121.0,288.33328158
1997-06-23,12238.0,288.5512609
1997-06-24,12587.0,288.76941913
1997-06-25,13053.0,288.98483399
1997-06-26,12873.0,289.19955306
1997-06-27,12757.0,289.41355647
1997-06-30,12567.0,289.61209358
1997-07-01,13002.0,289.81076985
1997-07-02,13259.0,290.00958528
1997-07-03,13284.0,290.20851998
1997-07-04,13493.0,290.40876674
1997-07-07,13502.0,290.61002735
1997-07-08,13617.0,290.81228194
1997-07-09,13612.5,291.01382087
1997-07-10,13608.0,291.21549895
1997-07-11,13153.0,291.41819089
1997-07-14,12698.0,291.62100211
1997-07-15,11617.0,291.82309766
1997-07-16,12640.0,292.02533238
1997-07-17,11728.0,292.22770624
1997-07-18,11181.0,292.42934457
1997-07-21,11291.0,292.63112205
1997-07-22,12235.0,292.83186579
1997-07-23,12426.0,293.03274869
1997-07-24,12524.0,293.23377075
1997-07-25,12522.0,293.43493197
1997-07-28,12937.0,293.63623234
1997-07-29,13043.0,293.83765199
1997-07-30,13018.0,294.03923068
1997-07-31,12872.0,294.25975458
1997-08-01,12259.0,294.4792845
1997-08-04,12016.0,294.69807888
1997-08-05,11908.0,294.9170323
1997-08-06,12523.0,295.13527005
1997-08-07,12322.0,295.35456142
1997-08-08,12128.0,295.57488653
1997-08-11,11948.0,295.79658332
1997-08-12,11809.0,296.02020843
1997-08-13,11850.0,296.24399258
1997-08-14,11904.0,296.46706107
1997-08-15,11334.0,296.69030847
1997-08-18,11337.0,296.91282032
1997-08-19,11211.0,297.1355111
1997-08-20,10848.0,297.3583609
1997-08-21,11180.0,297.58136975
1997-08-22,11157.0,297.80455751
1997-08-25,11421.0,298.02673142
1997-08-26,11626.0,298.24904448
1997-08-27,11719.0,298.47153646
1997-08-28,11267.0,298.69420735
1997-08-29,10609.0,298.90926437
1997-09-01,10109.0,299.12448043
1997-09-02,11062.0,299.33864288
1997-09-03,11119.0,299.55298424
1997-09-04,11430.0,299.76746475
1997-09-05,11838.0,299.98208443
1997-09-08,11684.0,300.19688302
1997-09-09,11734.0,300.41182076
1997-09-10,11361.0,300.62691755
1997-09-11,11093.0,300.84217337
1997-09-12,11292.0,301.05876112
1997-09-15,10864.0,301.27552778
1997-09-16,11204.0,301.49124083
1997-09-17,11524.0,301.70711292
1997-09-18,11713.0,301.92314404
1997-09-19,11649.0,302.13931432
1997-09-22,11697.0,302.35564363
1997-09-23,11516.0,302.57213198
1997-09-24,11482.0,302.78695045
1997-09-25,11384.0,303.00071531
1997-09-26,11533.0,303.21372474
1997-09-29,11614.0,303.42295705
1997-09-30,11797.0,303.63230864
1997-10-01,12173.0,303.84060662
1997-10-02,12396.0,304.04812929
1997-10-03,12540.0,304.25579112
1997-10-06,12688.0,304.46359211
1997-10-07,12480.0,304.67155213
1997-10-08,12432.0,304.87963143
1997-10-09,12684.0,305.08786977
1997-10-10,12737.0,305.29624726
1997-10-13,12697.0,305.50476391
1997-10-14,12895.0,305.71433418
1997-10-15,12830.0,305.92527613
1997-10-16,12578.0,306.13637713
1997-10-17,12487.0,306.34759739
1997-10-20,12703.0,306.55776405
1997-10-21,13015.0,306.76804998
1997-10-22,12955.0,306.97849495
1997-10-23,11899.0,307.18909895
1997-10-24,11545.0,307.39890777
1997-10-27,9816.0,307.60977021
1997-10-28,10447.0,307.82293868
1997-10-29,9818.0,308.03843305
1997-10-30,8854.0,308.2611437
1997-10-31,8986.0,308.73586747
1997-11-03,9858.0,309.18846529
1997-11-04,10254.0,309.64173902
1997-11-05,9988.0,310.09473444
1997-11-06,9434.0,310.55987626
1997-11-07,8832.0,311.02044579
1997-11-10,9006.0,311.48169122
1997-11-11,8710.0,311.94361255
1997-11-12,7822.0,312.40622967
1997-11-13,8072.0,312.8695227
1997-11-14,8731.0,313.33351151
1997-11-17,9083.0,313.79817622
1997-11-18,9027.0,314.26353672
1997-11-19,9332.0,314.729593
1997-11-20,9188.0,315.19634507
1997-11-21,9422.0,315.66377304
1997-11-24,9070.0,316.13191668
1997-11-25,9150.0,316.60073622
1997-11-26,9372.0,317.07025155
1997-11-27,9619.0,317.54364338
1997-11-28,9394.0,317.95644234
1997-12-01,9648.0,318.36439068
1997-12-02,9964.0,318.77283602
1997-12-03,9991.0,319.1827922
1997-12-04,10046.0,319.59644597
1997-12-05,10080.0,320.00968228
1997-12-08,10078.0,320.42250111
1997-12-09,9840.0,320.83583682
1997-12-10,9461.0,321.24972915
1997-12-11,9108.0,321.66413835
1997-12-12,9146.0,322.07908429
1997-12-15,9550.0,322.49456699
1997-12-16,9742.0,322.91058643
1997-12-17,9853.0,323.33036311
1997-12-18,9482.0,323.76137174
1997-12-19,9139.0,324.192937
1997-12-22,9494.0,324.63060527
1997-12-23,9554.0,325.06463559
1997-12-24,9674.0,325.49924242
1997-12-26,9794.0,325.93313358
1997-12-29,10051.0,326.36857535
1997-12-30,10196.0,326.79612494
1997-12-31,10337.5,327.22423115
1998-01-02,10479.0,327.6437494
1998-01-05,10606.0,328.06334716
1998-01-06,10184.0,328.48358107
1998-01-07,9879.0,328.90453064
1998-01-08,9657.0,329.32613624
1998-01-09,9118.0,329.74815931
1998-01-12,9227.0,330.1708384
1998-01-13,9415.0,330.59385545
1998-01-14,9349.0,331.01237972
1998-01-15,9140.0,331.43152025
1998-01-16,9448.0,331.85167464
1998-01-19,9752.0,332.27043746
1998-01-20,9568.0,332.68906113
1998-01-21,9385.0,333.10772455
1998-01-22,9709.0,333.52477773
1998-01-23,9467.0,333.93823271
1998-01-26,9513.0,334.34934191
1998-01-27,9651.0,334.76057038
1998-01-28,9773.0,335.16674944
1998-01-29,9785.0,335.55642848
1998-01-30,9720.0,335.94885089
1998-02-02,9973.0,336.34075643
1998-02-03,10054.0,336.73389451
1998-02-04,9971.0,337.12719162
1998-02-05,9948.0,337.52104536
1998-02-06,10010.0,337.91545573
1998-02-09,10239.0,338.30994561
1998-02-10,10278.0,338.70407767
1998-02-11,10485.0,339.09836876
1998-02-12,10350.0,339.49333575
1998-02-13,10365.0,339.88846178
1998-02-16,10233.0,340.28283239
1998-02-17,10420.0,340.67783914
1998-02-18,10322.0,341.0728459
1998-02-19,10235.0,341.46665988
1998-02-20,10318.0,341.85725337
1998-02-23,10393.666666666666,341.9873054166667
1998-02-24,10469.333333333334,342.11735746333335
1998-02-25,10545.0,342.24740951
1998-02-26,10556.0,342.63748614
1998-02-27,10570.0,343.02831819
1998-03-02,10845.0,343.41930927
1998-03-03,10939.0,343.80620517
1998-03-04,10898.0,344.15218894
1998-03-05,10947.0,344.48521124
1998-03-06,11159.0,344.81886969
1998-03-09,11166.0,345.15288597
1998-03-10,11180.0,345.48729984
1998-03-11,11223.0,345.82171371
1998-03-12,11356.0,346.15569023
1998-03-13,11566.0,346.4909788
1998-03-16,11600.0,346.82559147
1998-03-17,11808.0,347.16012462
1998-03-18,11894.0,347.49402162
1998-03-19,11831.0,347.82863428
1998-03-20,11919.0,348.16316743
1998-03-23,12038.0,348.49789938
1998-03-24,11905.0,348.83239277
1998-03-25,11756.0,349.16724399
1998-03-26,11945.0,349.50261208
1998-03-27,11899.0,349.83798017
1998-03-30,11750.0,350.17267235
1998-03-31,11946.0,350.50736454
1998-04-01,11836.0,350.84293142
1998-04-02,11857.0,351.17849831
1998-04-03,11634.0,351.5152182
1998-04-06,11948.0,351.85603329
1998-04-07,11847.0,352.20034718
1998-04-08,11974.0,352.54386589
1998-04-09,12047.0,352.715605365
1998-04-13,12120.0,352.88734484
1998-04-14,12269.0,353.22593341
1998-04-15,12299.0,353.51291467
1998-04-16,12090.0,353.80745015
1998-04-17,12108.0,354.10126997
1998-04-20,12028.0,354.39493076
1998-04-22,11703.0,354.6884325
1998-04-23,11572.0,354.98213304
1998-04-24,11728.0,355.27579383
1998-04-27,11057.0,355.56949437
1998-04-28,11377.0,355.86367202
1998-04-29,11527.0,356.15713401
1998-04-30,11677.0,356.44789238
1998-05-04,11507.0,356.74115557
1998-05-05,11554.0,357.03871275
1998-05-06,11164.0,357.33432173
1998-05-07,11063.0,357.62985119
1998-05-08,11220.0,357.92685174
1998-05-11,10983.0,358.22365349
1998-05-12,10797.0,358.52117091
1998-05-13,10779.0,358.81777387
1998-05-14,10733.0,359.11545032
1998-05-15,10906.0,359.41185448
1998-05-18,10204.0,359.70722491
1998-05-19,10343.0,360.00307244
1998-05-20,10408.0,360.2887814
1998-05-21,10268.0,360.56836746
1998-05-22,10239.0,360.8480728
1998-05-25,10015.0,361.12809621
1998-05-26,9436.0,361.40811962
1998-05-27,9747.0,361.68893821
1998-05-28,10152.0,361.96987608
1998-05-29,9846.0,362.24970069
1998-06-01,9605.0,362.5253506
1998-06-02,10150.0,362.80088123
1998-06-03,9855.0,363.07696848
1998-06-04,10191.0,363.35253887
1998-06-05,10369.0,363.62834782
1998-06-08,10540.0,363.90443507
1998-06-09,10369.0,364.18028378
1998-06-10,9868.0,364.45649031
1998-06-11,9726.0,364.594732735
1998-06-12,9584.0,364.73297516
1998-06-15,9073.0,365.00981784
1998-06-16,9248.0,365.28685931
1998-06-17,9897.0,365.56493453
1998-06-18,9539.0,365.84269167
1998-06-19,9686.0,366.1208464
1998-06-22,9619.0,366.39860354
1998-06-23,9937.0,366.67548598
1998-06-24,9855.0,366.94632503
1998-06-25,9527.0,367.21871469
1998-06-26,9464.0,367.49126339
1998-06-29,9603.0,367.76317594
1998-06-30,9678.0,368.03457162
1998-07-01,9914.0,368.30620586
1998-07-02,9900.0,368.57760154
1998-07-03,10115.0,368.84863939
1998-07-06,10018.0,369.11963748
1998-07-07,10205.0,369.39043678
1998-07-08,10335.0,369.66290596
1998-07-09,10330.5,369.93621007
1998-07-10,10326.0,370.20848046
1998-07-13,10419.0,370.48094964
1998-07-14,10641.0,370.75349833
1998-07-15,10648.0,371.0263651
1998-07-16,10907.0,371.29943067
1998-07-17,11057.0,371.57293358
1998-07-20,11041.0,371.84639674
1998-07-21,10922.0,372.12009845
1998-07-22,10912.0,372.39248811
1998-07-23,10639.0,372.66408258
1998-07-24,10574.0,372.93468308
1998-07-27,10564.0,373.20496551
1998-07-28,10318.0,373.47357806
1998-07-29,10542.0,373.7395665
1998-07-30,10939.0,374.00400434
1998-07-31,10707.0,374.2689988
1998-08-03,10412.0,374.53339688
1998-08-04,9859.0,374.79763593
1998-08-05,9828.0,375.06143762
1998-08-06,9689.0,375.32468268
1998-08-07,9319.0,375.58772895
1998-08-10,9182.0,375.85061618
1998-08-11,8801.0,376.11290703
1998-08-12,8417.0,376.37476053
1998-08-13,8710.0,376.63665378
1998-08-14,8743.0,376.89846752
1998-08-17,8609.0,377.16075836
1998-08-18,8642.0,377.42320825
1998-08-19,8541.0,377.68522078
1998-08-20,7991.0,377.94715379
1998-08-21,7763.0,378.20900729
1998-08-24,7655.0,378.47117886
1998-08-25,7648.0,378.73303235
1998-08-26,7347.0,378.99508464
1998-08-27,6616.0,379.25701766
1998-08-28,6746.0,379.51839405
1998-08-31,6472.0,379.78036682
1998-09-01,6917.0,380.04297574
1998-09-02,6804.0,380.30606177
1998-09-03,6218.0,380.56994298
1998-09-04,5837.0,380.83616997
1998-09-08,5816.0,381.23065986
1998-09-09,5655.0,381.63357868
1998-09-10,4760.0,382.04285895
1998-09-11,5398.0,382.57559126
1998-09-14,5818.0,383.09472596
1998-09-15,6905.0,383.60276786
1998-09-16,6759.0,384.10548204
1998-09-17,6432.0,384.61070105
1998-09-18,6709.0,385.11727186
1998-09-21,6449.0,385.63048245
1998-09-22,6559.0,386.1444087
1998-09-23,7280.0,386.65893134
1998-09-24,6844.0,387.16852384
1998-09-25,6711.0,387.68559106
1998-09-28,6827.0,388.20432817
1998-09-29,6868.0,388.72445684
1998-09-30,6593.0,389.24657347
1998-10-01,5960.0,389.77139371
1998-10-02,6409.0,390.29768505
1998-10-05,6122.0,390.82644145
1998-10-06,6336.0,391.35670869
1998-10-07,6156.0,391.88737353
1998-10-08,6175.0,392.42074198
1998-10-09,6527.0,392.95613815
1998-10-13,6618.0,393.4936018
1998-10-14,6445.0,394.03357026
1998-10-15,6874.0,394.57540741
1998-10-16,6707.0,395.11831805
1998-10-19,6844.0,395.66262026
1998-10-20,6973.0,396.20859236
1998-10-21,7350.0,396.75683072
1998-10-22,7603.0,397.30610282
1998-10-23,7272.0,397.85688576
1998-10-26,6971.0,398.40941811
1998-10-27,6869.0,398.96310347
1998-10-28,6826.0,399.5179816
1998-10-29,6538.0,400.07496697
1998-10-30,7047.0,400.63338366
1998-11-03,7509.0,401.19358952
1998-11-04,7655.0,401.75192669
1998-11-05,8092.0,402.30930965
1998-11-06,8214.0,402.86760707
1998-11-09,8242.0,403.42586473
1998-11-10,8000.0,403.98412239
1998-11-11,7762.0,404.48512693
1998-11-12,7470.0,405.00756163
1998-11-13,7615.0,405.5268156
1998-11-16,8003.0,406.04300812
1998-11-17,8330.0,406.55279942
1998-11-18,8547.0,407.05805819
1998-11-19,8317.0,407.55679646
1998-11-20,8531.0,408.05191665
1998-11-23,8635.0,408.54174888
1998-11-24,8606.0,409.02724737
1998-11-25,8909.0,409.50849163
1998-11-26,8953.0,409.99136602
1998-11-27,9093.0,410.47245124
1998-11-30,8631.0,410.95198586
1998-12-01,8544.0,411.42853855
1998-12-02,8448.0,411.90214906
1998-12-03,7706.0,412.37404994
1998-12-04,7626.0,412.84479779
1998-12-07,7945.0,413.31351794
1998-12-08,7629.0,413.7812441
1998-12-09,7572.0,414.24606785
1998-12-10,7530.0,414.70906269
1998-12-11,7195.0,415.17030812
1998-12-14,6583.0,415.63008246
1998-12-15,6934.0,416.08786885
1998-12-16,6618.0,416.50148286
1998-12-17,6645.0,416.92523546
1998-12-18,6781.0,417.34711937
1998-12-21,7201.0,417.76661773
1998-12-22,7115.0,418.1887402
1998-12-23,7176.0,418.60982893
1998-12-24,7037.0,419.03139477
1998-12-28,6898.0,419.45268229
1998-12-29,6715.0,419.87428789
1998-12-30,6784.0,420.2991935
1998-12-31,6862.5,420.72449669
1999-01-04,6941.0,421.14840832
1999-01-05,7110.0,421.57263802
1999-01-06,7330.0,421.99726531
1999-01-07,6954.0,422.42431791
1999-01-08,6781.0,422.85188737
1999-01-11,6403.0,423.28263756
1999-01-12,5915.0,423.7122745
1999-01-13,5617.0,424.14950543
1999-01-14,5057.0,424.58717371
